,Customer Name,Project,Worked Date,Task or Ticket Title,Resource Name,Billable Hours,Hourly Billing Rate,Extended Price,Detailed Customer Category
221,State Transportation,Intranet Extranet Architect and Implementation,2024-01-16 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
222,State Transportation,Intranet Extranet Architect and Implementation,2024-01-17 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
223,State Transportation,Intranet Extranet Architect and Implementation,2024-01-18 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
224,State Transportation,Intranet Extranet Architect and Implementation,2024-01-22 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
225,State Transportation,Intranet Extranet Architect and Implementation,2024-01-23 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
226,State Transportation,Intranet Extranet Architect and Implementation,2024-01-24 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
227,State Transportation,Intranet Extranet Architect and Implementation,2024-01-25 00:00:00,Implementation (int),MF,3,200,600,Government/Municipality
228,State Transportation,Intranet Extranet Architect and Implementation,2024-02-05 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
229,State Transportation,Intranet Extranet Architect and Implementation,2024-02-07 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
230,State Transportation,Intranet Extranet Architect and Implementation,2024-02-19 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
231,State Transportation,Intranet Extranet Architect and Implementation,2024-02-21 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
232,State Transportation,Intranet Extranet Architect and Implementation,2024-02-25 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
233,State Transportation,Intranet Extranet Architect and Implementation,2024-02-26 00:00:00,Implementation (int),MF,4,200,800,Government/Municipality
234,State Transportation,Intranet Extranet Architect and Implementation,2024-03-03 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
235,State Transportation,Intranet Extranet Architect and Implementation,2024-03-04 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
236,State Transportation,Intranet Extranet Architect and Implementation,2024-03-05 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
237,State Transportation,Intranet Extranet Architect and Implementation,2024-03-06 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
238,State Transportation,Intranet Extranet Architect and Implementation,2024-03-07 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
239,State Transportation,Intranet Extranet Architect and Implementation,2024-03-08 00:00:00,UAT and Validation (int),MF,4,200,800,Government/Municipality
240,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-08 00:00:00,SharePoint consultant,Contractor,0.5,200,100,Education Sector
241,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-09 00:00:00,SharePoint consultant,Contractor,1,200,200,Education Sector
242,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-10 00:00:00,SharePoint consultant,Contractor,4.75,200,950,Education Sector
243,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-15 00:00:00,SharePoint consultant,Contractor,4,200,800,Education Sector
244,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-16 00:00:00,SharePoint consultant,Contractor,1.25,200,250,Education Sector
245,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-17 00:00:00,SharePoint consultant,Contractor,1.25,200,250,Education Sector
246,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-18 00:00:00,SharePoint consultant,Contractor,2,200,400,Education Sector
247,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-23 00:00:00,SharePoint consultant,Contractor,2,200,400,Education Sector
248,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-25 00:00:00,SharePoint consultant,Contractor,1.5,200,300,Education Sector
249,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-26 00:00:00,SharePoint consultant,Contractor,1.5,200,300,Education Sector
250,EDUSharedServices,SharePoint Board/Committee Portal,2024-01-29 00:00:00,SharePoint consultant,Contractor,3,200,600,Education Sector
251,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-05 00:00:00,SharePoint consultant,Contractor,3.75,200,750,Education Sector
252,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-06 00:00:00,SharePoint consultant,Contractor,3.5,200,700,Education Sector
253,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-07 00:00:00,SharePoint consultant,Contractor,2.75,200,550,Education Sector
254,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-12 00:00:00,SharePoint consultant,Contractor,0.75,200,150,Education Sector
255,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-13 00:00:00,SharePoint consultant,Contractor,2.25,200,450,Education Sector
256,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-14 00:00:00,SharePoint consultant,Contractor,2.75,200,550,Education Sector
257,EDUSharedServices,EDU Cloud Onboarding,2024-02-15 00:00:00,Technical Consultant,BM,1,225,225,Education Sector
258,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-20 00:00:00,SharePoint consultant,Contractor,6.25,200,1250,Education Sector
259,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-21 00:00:00,SharePoint consultant,Contractor,4.5,200,900,Education Sector
260,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-22 00:00:00,SharePoint consultant,Contractor,5,200,1000,Education Sector
261,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-23 00:00:00,SharePoint consultant,Contractor,2.25,200,450,Education Sector
262,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-26 00:00:00,SharePoint consultant,Contractor,1.5,200,300,Education Sector
263,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-27 00:00:00,SharePoint consultant,Contractor,8.75,200,1750,Education Sector
264,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-28 00:00:00,SharePoint consultant,Contractor,5.5,200,1100,Education Sector
265,EDUSharedServices,EDU Cloud Onboarding,2024-02-29 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
266,EDUSharedServices,SharePoint Board/Committee Portal,2024-02-29 00:00:00,SharePoint consultant,Contractor,7.5,200,1500,Education Sector
267,EDUSharedServices,EDU Cloud Onboarding,2024-03-04 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
268,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-04 00:00:00,SharePoint consultant,Contractor,8.25,200,1650,Education Sector
269,EDUSharedServices,EDU Cloud Onboarding,2024-03-05 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
270,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-05 00:00:00,SharePoint consultant,Contractor,6.5,200,1300,Education Sector
271,EDUSharedServices,EDU Cloud Onboarding,2024-03-06 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
272,EDUSharedServices,EDU Cloud Onboarding,2024-03-06 00:00:00,Technical Consultant,TJ,1.5,175,262.5,Education Sector
273,EDUSharedServices,EDU Cloud Onboarding,2024-03-06 00:00:00,Technical Consultant,BM,1,225,225,Education Sector
274,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-06 00:00:00,SharePoint consultant,Contractor,3.75,200,750,Education Sector
275,EDUSharedServices,EDU Cloud Onboarding,2024-03-07 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
276,EDUSharedServices,EDU Cloud Onboarding,2024-03-07 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
277,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-07 00:00:00,SharePoint consultant,Contractor,3,200,600,Education Sector
278,EDUSharedServices,EDU Cloud Onboarding,2024-03-08 00:00:00,Technical Consultant,Bingo,7,225,1575,Education Sector
279,EDUSharedServices,EDU Cloud Onboarding,2024-03-08 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
280,EDUSharedServices,EDU Cloud Onboarding,2024-03-11 00:00:00,Technical Consultant,Bingo,8,225,1800,Education Sector
281,EDUSharedServices,EDU Cloud Onboarding,2024-03-11 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
282,EDUSharedServices,EDU Cloud Onboarding,2024-03-11 00:00:00,Technical Consultant,BM,0.25,225,56.25,Education Sector
283,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-11 00:00:00,SharePoint consultant,Contractor,2,200,400,Education Sector
284,EDUSharedServices,EDU Cloud Onboarding,2024-03-12 00:00:00,Technical Consultant,Bingo,15,225,3375,Education Sector
285,EDUSharedServices,EDU Cloud Onboarding,2024-03-12 00:00:00,Technical Consultant,TJ,0.75,175,131.25,Education Sector
286,EDUSharedServices,EDU Cloud Onboarding,2024-03-12 00:00:00,Technical Consultant,BM,0.25,225,56.25,Education Sector
287,EDUSharedServices,EDU Cloud Onboarding,2024-03-13 00:00:00,Technical Consultant,Bingo,9,225,2025,Education Sector
288,EDUSharedServices,EDU Cloud Onboarding,2024-03-13 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
289,EDUSharedServices,EDU Cloud Onboarding,2024-03-13 00:00:00,Technical Consultant,BM,1.5,225,337.5,Education Sector
290,EDUSharedServices,EDU Cloud Onboarding,2024-03-14 00:00:00,Technical Consultant,Bingo,7,225,1575,Education Sector
291,EDUSharedServices,EDU Cloud Onboarding,2024-03-14 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
292,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-14 00:00:00,SharePoint consultant,Contractor,3,200,600,Education Sector
293,EDUSharedServices,EDU Cloud Onboarding,2024-03-15 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
294,EDUSharedServices,EDU Cloud Onboarding,2024-03-15 00:00:00,Technical Consultant,BM,1,225,225,Education Sector
295,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-15 00:00:00,SharePoint consultant,Contractor,6.5,200,1300,Education Sector
296,EDUSharedServices,EDU Cloud Onboarding,2024-03-18 00:00:00,Technical Consultant,Bingo,6,225,1350,Education Sector
297,EDUSharedServices,EDU Cloud Onboarding,2024-03-18 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
298,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-18 00:00:00,SharePoint consultant,Contractor,1.25,200,250,Education Sector
299,EDUSharedServices,EDU Cloud Onboarding,2024-03-19 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
300,EDUSharedServices,EDU Cloud Onboarding,2024-03-19 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
301,EDUSharedServices,EDU Cloud Onboarding,2024-03-20 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
302,EDUSharedServices,Identity Assessment,2024-03-20 00:00:00,Identity Assessment,Bingo,1,200,200,Education Sector
303,EDUSharedServices,EDU Cloud Onboarding,2024-03-20 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
304,EDUSharedServices,EDU Cloud Onboarding,2024-03-20 00:00:00,Technical Consultant,BM,1,225,225,Education Sector
305,EDUSharedServices,EDU Cloud Onboarding,2024-03-22 00:00:00,Technical Consultant,Bingo,5,225,1125,Education Sector
306,EDUSharedServices,EDU Cloud Onboarding,2024-03-22 00:00:00,Technical Consultant,TJ,0.25,175,43.75,Education Sector
307,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-22 00:00:00,SharePoint consultant,Contractor,0.75,200,150,Education Sector
308,EDUSharedServices,EDU Cloud Onboarding,2024-03-25 00:00:00,Technical Consultant,Bingo,6.4,225,1440,Education Sector
309,EDUSharedServices,EDU Cloud Onboarding,2024-03-25 00:00:00,Technical Consultant,TJ,0.2,175,35,Education Sector
310,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-25 00:00:00,SharePoint consultant,Contractor,1,200,200,Education Sector
311,EDUSharedServices,SharePoint Board/Committee Portal,2024-03-27 00:00:00,SharePoint consultant,Contractor,4.5,200,900,Education Sector
312,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-03 00:00:00,SharePoint consultant,Contractor,2.25,200,450,Education Sector
313,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-08 00:00:00,SharePoint consultant,Contractor,2.25,200,450,Education Sector
314,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-09 00:00:00,SharePoint consultant,Contractor,3.5,200,700,Education Sector
315,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-10 00:00:00,SharePoint consultant,Contractor,1.5,200,300,Education Sector
316,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-11 00:00:00,SharePoint consultant,Contractor,1.25,200,250,Education Sector
317,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-12 00:00:00,SharePoint consultant,Contractor,3,200,600,Education Sector
318,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-15 00:00:00,SharePoint consultant,Contractor,5,200,1000,Education Sector
319,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-17 00:00:00,SharePoint consultant,Contractor,3.5,200,700,Education Sector
320,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-18 00:00:00,SharePoint consultant,Contractor,2.5,200,500,Education Sector
321,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-19 00:00:00,SharePoint consultant,Contractor,4,200,800,Education Sector
322,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-22 00:00:00,SharePoint consultant,Contractor,2.75,200,550,Education Sector
323,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-23 00:00:00,SharePoint consultant,Contractor,1.5,200,300,Education Sector
324,EDUSharedServices,SharePoint Board/Committee Portal,2024-04-24 00:00:00,SharePoint consultant,Contractor,1,200,200,Education Sector
